_step,_timestamp,_runtime,step,actor_loss,critic1_loss,critic2_loss,eval/return
0,1779701597.2053163,348.703001692,60000,-122.46372985839844,17.734737396240234,14.046516418457031,394.43854535946963
1,1779701976.8451204,728.342731179,70000,-141.95289611816406,24.251953125,26.433229446411133,570.4015492692947
2,1779702369.1311064,1120.628759358,80000,-150.39549255371094,9.971205711364746,9.222821235656738,632.1011828040566
3,1779702769.7993333,1521.296937729,90000,-164.5326385498047,20.737838745117188,27.993732452392578,488.7620577097534
4,1779703167.8072028,1919.304769476,100000,-170.39410400390625,11.439725875854492,15.318121910095215,779.3288230607068
5,1779703581.742215,2333.239807441,110000,-172.9149169921875,24.02634048461914,27.54871368408203,1438.499145646237
6,1779703994.565232,2746.062737609,120000,-173.0428009033203,12.874357223510742,12.28826904296875,571.7304980557126
7,1779704408.0960124,3159.593555408,130000,-171.32244873046875,13.237548828125,19.605255126953125,1170.3127194912354
8,1779704843.1727812,3594.670191105,140000,-185.27835083007812,9.956486701965332,8.43021011352539,2540.87858964959
9,1779705271.5772238,4023.074710315,150000,-185.24464416503906,34.858680725097656,32.204200744628906,2306.3205973496915
10,1779705688.560766,4440.058226376,160000,-181.04940795898438,64.68729400634766,54.98563003540039,925.727293895147
11,1779706127.8298633,4879.327470118,170000,-190.67254638671875,21.316219329833984,16.189699172973633,2730.3341107839033
12,1779706565.1269777,5316.624416212,180000,-191.0244140625,64.78329467773438,62.00041961669922,2771.503870095864
13,1779707003.3013787,5754.798889196,190000,-196.28494262695312,8.482503890991211,9.743403434753418,2632.058670642342
14,1779707437.1984644,6188.696078043,200000,-198.02674865722656,16.059040069580078,17.828651428222656,2908.5017140307837
15,1779707873.354483,6624.852063336,210000,-205.32806396484375,16.53675079345703,19.915302276611328,2877.8731515683603
16,1779708311.529696,7063.027316697,220000,-213.34776306152344,7.940863132476807,7.685569763183594,2858.0431451381937
17,1779708732.9299269,7484.427449923,230000,-211.41259765625,12.508732795715332,10.152074813842773,1293.4710657352987
18,1779709155.8757272,7907.373269307,240000,-208.71920776367188,7.105349063873291,6.481341361999512,1303.351019562504
19,1779709584.3718915,8335.869444925,250000,-211.3099365234375,5.437892913818359,7.088042259216309,1897.8434779154054
20,1779710013.3706603,8764.868331206,260000,-212.0517578125,10.462763786315918,7.3622941970825195,1432.8644092851628
21,1779710441.4528942,9192.950428777,270000,-215.32000732421875,15.050394058227539,13.316125869750977,1256.2543238069961
22,1779710885.461162,9636.958841187,280000,-218.74514770507812,7.5351996421813965,8.585552215576172,2838.3252521896757
23,1779711315.955268,10067.452731162,290000,-211.0869598388672,19.681106567382812,20.41375732421875,1065.0358703976447
24,1779711757.590569,10509.088072299,300000,-222.85963439941406,5.741507530212402,4.902159690856934,2227.3675040957132
25,1779712198.8014743,10950.298970494,310000,-224.76971435546875,4.613579750061035,5.963472366333008,2431.452850187509
26,1779712624.1618998,11375.659478176,320000,-218.54165649414062,6.618206977844238,7.48524284362793,1025.6747674872402
27,1779713050.1109903,11801.608611126,330000,-226.97555541992188,8.93411636352539,9.490599632263184,1020.4504663792189
28,1779713480.5753033,12232.072697259,340000,-220.89154052734375,14.905609130859375,12.963085174560547,1652.3348323941314
29,1779713909.498038,12660.995591698,350000,-227.11111450195312,7.667254447937012,6.7477126121521,1081.9127897796416
30,1779714342.6541765,13094.151775048,360000,-229.27781677246094,77.02151489257812,70.25147247314453,1718.161771130736
31,1779714776.3700304,13527.867326929,370000,-234.10052490234375,6.93535852432251,6.136983394622803,1422.3013665578012
32,1779715215.896755,13967.394311376,380000,-242.67832946777344,4.487696647644043,4.147679328918457,1486.9863310678086
33,1779715657.9597356,14409.457267416,390000,-236.75738525390625,14.654847145080566,14.112632751464844,1452.6766598704005
34,1779716097.4002783,14848.897791225,400000,-239.40817260742188,4.21401309967041,4.694062232971191,987.9247688083609
35,1779716539.6943467,15291.191849852,410000,-239.12252807617188,4.762064456939697,4.062382698059082,1608.7215686337909
36,1779716980.266874,15731.764445409,420000,-238.29815673828125,4.3665056228637695,6.110476016998291,1379.6092285247908
37,1779717419.0121853,16170.509727998,430000,-239.01036071777344,7.318976402282715,7.581284999847412,1645.4176038262008
38,1779717863.8028867,16615.300456618,440000,-235.834716796875,4.432965278625488,4.3405914306640625,1907.6840770614078
39,1779718312.174375,17063.671870112,450000,-235.75579833984375,7.200015068054199,5.659595966339111,1878.0888770577044
40,1779718758.217659,17509.715150598,460000,-240.55081176757812,11.516618728637695,12.959218978881836,1363.1494461178333
41,1779719201.239164,17952.73672467,470000,-244.21926879882812,302.0143737792969,303.282470703125,2297.5102412590168
42,1779719643.4908109,18394.988362557,480000,-245.59292602539062,24.30150604248047,20.025938034057617,2798.9962754999183
43,1779720089.344691,18840.842178255,490000,-249.08448791503906,4.38374137878418,3.3451056480407715,2202.9326857281453
44,1779720539.5018802,19290.999440954,500000,-249.468017578125,3.3373630046844482,4.003200531005859,2180.30938750317
45,1779720977.5400596,19729.037570942,510000,-239.09567260742188,6.369970798492432,13.259085655212402,1692.2126240951075
46,1779721417.4058776,20168.903415047,520000,-247.669677734375,3.557427167892456,4.597858428955078,1718.4303403744732
47,1779721858.5304935,20610.027888269,530000,-249.5455322265625,97.36861419677734,86.43050384521484,2023.4157524289192
48,1779722316.6952128,21068.192676497,540000,-245.07699584960938,4.954305648803711,3.3202154636383057,2963.3762645009233
49,1779722756.095,21507.592541124,550000,-248.81521606445312,3.955832004547119,4.347489356994629,1302.1210826016747
50,1779723210.8257766,21962.323300536,560000,-252.42950439453125,5.229597091674805,5.837003707885742,2628.0366354079415
51,1779723653.0377853,22404.535246134,570000,-251.32301330566406,3.8931949138641357,5.725399494171143,1479.7338048689785
52,1779724105.1329618,22856.630538587,580000,-249.74436950683594,4.940343856811523,5.1472859382629395,2193.0142561226985
53,1779724554.6913598,23306.188857441,590000,-248.43406677246094,12.356467247009277,14.341169357299805,2392.204132497366
54,1779725007.1849663,23758.682387159,600000,-250.39137268066406,6.878509521484375,9.060039520263672,2851.877533469875
55,1779725453.6393015,24205.136860203,610000,-250.59774780273438,5.990297317504883,5.981036186218262,2169.9849989153563
56,1779725894.3327732,24645.830344214,620000,-253.60919189453125,281.81927490234375,282.1841735839844,1942.1430853374045
57,1779726341.714944,25093.212607758,630000,-263.6426086425781,2.843118190765381,2.8199386596679688,2734.189377168045
58,1779726787.2939837,25538.791528429,640000,-252.3042755126953,5.240515232086182,5.143231391906738,2239.298999243697
59,1779727233.790211,25985.287725409,650000,-251.80364990234375,10.94723129272461,7.145076751708984,2366.5488972725193
60,1779727689.8003032,26441.297896121,660000,-252.66934204101562,9.931882858276367,5.977703094482422,2470.543997565207
61,1779728139.619497,26891.117038859,670000,-255.7716827392578,4.462435722351074,4.937364101409912,1437.2575847639741
62,1779728590.0048096,27341.502321777,680000,-258.81304931640625,8.496137619018555,6.5554518699646,1719.2607162881454
63,1779729046.3939605,27797.891485154,690000,-261.4822692871094,12.55513858795166,11.976153373718262,2974.183153707344
64,1779729509.0107195,28260.508181789,700000,-255.99798583984375,3.6095690727233887,3.348378896713257,3041.409357080436
65,1779729970.3910787,28721.888578234,710000,-262.64111328125,6.638745307922363,5.496729850769043,2829.2954630677386
66,1779730412.3688734,29163.866465263,720000,-254,2.7665719985961914,2.399902820587158,1977.7444404831633
67,1779730866.8066924,29618.304143794,730000,-258.3366394042969,331.4307556152344,325.2784423828125,2760.894749141894
68,1779731317.5200672,30069.017650543,740000,-256.96282958984375,3.3199586868286133,4.554438591003418,3180.417152636618
69,1779731772.640595,30524.138169443,750000,-261.5192565917969,7.308290481567383,8.068845748901367,3218.6658149689647
70,1779732226.466616,30977.964365978,760000,-262.9248046875,9.797754287719727,11.200718879699707,3178.3789029627515
71,1779732683.3717227,31434.86933373,770000,-260.1226806640625,4.960073947906494,3.103672981262207,3176.3420477398736
72,1779733142.7770472,31894.274572255,780000,-266.6482849121094,3.6166789531707764,3.2364675998687744,2612.0010726359083
73,1779733604.923542,32356.421138447,790000,-264.4282531738281,5.953105926513672,4.5552496910095215,3225.416891561615
74,1779734054.6551595,32806.152731935,800000,-267.0130920410156,3.6028337478637695,3.901914596557617,3192.869988622647
75,1779734506.2218044,33257.719366519,810000,-271.1507873535156,2.8865582942962646,2.1446359157562256,3291.2672756871093
76,1779734987.7227628,33739.220390951,820000,-257.53277587890625,341.32879638671875,339.9796142578125,3353.244678865228
77,1779735452.9023678,34204.399883903,830000,-267.8667297363281,11.049811363220215,5.899792671203613,3295.4565933789336
78,1779735917.251071,34668.748666411,840000,-264.59527587890625,3.7904484272003174,5.730169296264648,3205.093899633068
79,1779736379.2234948,35130.721072285,850000,-266.1387939453125,5.415069580078125,5.162631034851074,2792.4269361043753
80,1779736827.39086,35578.888420639,860000,-269.37628173828125,3.869065761566162,5.812687873840332,2536.170515715151
81,1779737280.3874495,36031.884965756,870000,-264.204345703125,4.7856974601745605,3.6908059120178223,2664.220864504567
82,1779737725.1596868,36476.657243722,880000,-268.4747314453125,2.1766586303710938,2.651585817337036,1807.8667173347724
83,1779738185.4260495,36936.923572137,890000,-265.90985107421875,345.44183349609375,341.8778991699219,3150.593140898075
84,1779738639.8060935,37391.303616206,900000,-258.21258544921875,4.449212074279785,5.857303619384766,2835.1883878727626
85,1779739103.2875025,37854.784999498,910000,-268.4940185546875,2.7862863540649414,3.2976441383361816,3322.7033978827335
86,1779739572.1031175,38323.600864747,920000,-264.9273681640625,4.870584487915039,4.9918413162231445,3060.4134457814484
87,1779740031.4079049,38782.905542663,930000,-265.2879638671875,5.22210168838501,16.32486343383789,3219.858680805314
88,1779740487.5348313,39239.032373703,940000,-271.23016357421875,281.51629638671875,285.69793701171875,2839.6454359004883
89,1779740945.1329343,39696.630443704,950000,-269.81048583984375,3.7681846618652344,5.625878810882568,3324.3758120937537
90,1779741405.0918891,40156.589407958,960000,-269.4244689941406,5.2348127365112305,4.788566589355469,3310.4870675314387
91,1779741865.7792854,40617.276794901,970000,-266.02667236328125,343.20355224609375,345.05767822265625,3293.0056995584737
92,1779742317.6563537,41069.1538337,980000,-271.2298889160156,3.33866024017334,2.9754250049591064,3258.672926489342
93,1779742769.8370662,41521.334581383,990000,-273.9349365234375,10.855133056640625,28.267505645751953,3219.126585940984
94,1779743229.8465123,41981.344086531,1000000.0,-270.5689697265625,3.105301856994629,2.7452001571655273,3035.6738048707057
