_step,_timestamp,_runtime,step,actor_loss,critic1_loss,critic2_loss,eval/return
0,1779534658.2084968,7.845356533,10000,NaN,NaN,NaN,24.064596843815906
1,1779534663.7621572,13.39886103,20000,NaN,NaN,NaN,24.184341620935523
2,1779534699.2658517,48.902640015,30000,-17.52897834777832,3.663233518600464,3.8603291511535645,51.63854648896844
3,1779534764.6541698,114.290955683,40000,-65.88890075683594,12.465986251831055,13.495405197143555,154.9864927212812
4,1779534830.1794095,179.816049444,50000,-102.23994445800781,33.12151336669922,32.88164520263672,292.52215954529964
5,1779534895.903519,245.540411623,60000,-127.02416229248047,50.25241470336914,53.70391845703125,317.61862609496916
6,1779534961.2988794,310.935537633,70000,-138.19464111328125,61.674442291259766,67.13712310791016,252.27437767057145
7,1779535026.715343,376.352052066,80000,-134.53146362304688,20.72687530517578,19.016019821166992,324.41521618616304
8,1779535092.5138516,442.150483517,90000,-131.61795043945312,27.617610931396484,26.113794326782227,309.62148142785964
9,1779535158.161383,507.798252497,100000,-135.73065185546875,18.513917922973633,13.771232604980469,363.1081266493605
10,1779535223.655177,573.291879997,110000,-134.73565673828125,6.11001443862915,6.72524356842041,353.66900277881996
11,1779535289.6360357,639.27278799,120000,-134.2572021484375,12.010049819946289,10.032732009887695,355.63616608239033
12,1779535355.5639937,705.200728336,130000,-135.14308166503906,6.944778919219971,6.474521636962891,385.2500629195888
13,1779535421.8435001,771.480270931,140000,-138.964111328125,3.69014835357666,4.819583892822266,406.1896836109462
14,1779535488.380105,838.016748705,150000,-139.64718627929688,7.002955436706543,5.583093166351318,376.4613919902342
15,1779535554.340609,903.977354779,160000,-144.520263671875,20.8721981048584,18.37347984313965,291.31844803830893
16,1779535621.492214,971.128952049,170000,-148.29286193847656,11.334144592285156,12.628728866577148,464.8929194431127
17,1779535686.5100358,1036.14670093,180000,-146.36575317382812,29.191368103027344,21.852359771728516,467.5565377864826
18,1779535750.983803,1100.620415358,190000,-146.99517822265625,6.348293304443359,4.852971076965332,484.07027109084765
19,1779535817.4354944,1167.072234607,200000,-156.55567932128906,26.199481964111328,26.9620304107666,445.06270982693815
20,1779535884.131033,1233.767886793,210000,-148.47183227539062,6.3660783767700195,11.132131576538086,485.8254852651783
21,1779535949.1014252,1298.738236204,220000,-145.2086944580078,7.720743656158447,6.625865936279297,522.0062100510347
22,1779536012.8505778,1362.487336493,230000,-152.78445434570312,7.07017707824707,8.269495010375977,496.60343575570835
23,1779536076.8771348,1426.513762957,240000,-155.62384033203125,3.8437118530273438,3.1962907314300537,534.3232385775825
24,1779536141.180523,1490.817097813,250000,-154.28543090820312,16.362367630004883,18.77654457092285,536.9012916159277
25,1779536205.120699,1554.75751416,260000,-158.8246612548828,5.695237159729004,4.2292985916137695,529.9437987676448
