_step,_timestamp,_runtime,step,actor_loss,critic1_loss,critic2_loss,eval/return
0,1779917187.3926682,10.058003987,10000,NaN,NaN,NaN,115.08376908016358
1,1779917194.918735,17.584059039,20000,NaN,NaN,NaN,102.0571094228057
2,1779917235.721442,58.386745588,30000,-17.221960067749023,9.062819480895996,8.909387588500977,112.26610594162821
3,1779917309.8710876,132.536420767,40000,-48.873714447021484,35.25507354736328,36.5101432800293,216.35107884406733
4,1779917382.259538,204.924888208,50000,-66.87846374511719,89.28744506835938,88.11532592773438,183.81403383948273
5,1779917456.369973,279.035300066,60000,-75.33424377441406,118.56816864013672,122.83943176269531,121.3960267104929
6,1779917529.9058912,352.571170927,70000,-78.45881652832031,61.99718475341797,62.50559997558594,171.08945241464244
7,1779917601.9863017,424.651676875,80000,-80.029296875,35.99304962158203,30.360445022583008,199.5942250507538
8,1779917676.4269505,499.092304891,90000,-81.88139343261719,87.47505950927734,90.50308227539062,190.64035277302594
9,1779917750.5019152,573.167274398,100000,-80.24082946777344,77.50761413574219,76.25503540039062,184.75756345512994
10,1779917824.7114463,647.376771933,110000,-82.9299545288086,43.02931594848633,35.63855743408203,170.22120087351396
11,1779917898.373208,721.038525865,120000,-82.60977172851562,47.32654571533203,40.25694274902344,168.98062967489042
12,1779917971.800255,794.46553692,130000,-80.39506530761719,71.19874572753906,68.84516143798828,155.49272668310783
13,1779918045.4655905,868.130867149,140000,-79.37968444824219,43.39014434814453,40.82718276977539,164.86087162166305
14,1779918119.5280488,942.193374269,150000,-79.64035034179688,26.734567642211914,34.11254119873047,177.37393665131881
15,1779918193.1397748,1015.805112566,160000,-78.2000961303711,37.60575485229492,35.9826545715332,181.20538068566754
16,1779918266.8685422,1089.533989042,170000,-76.87928009033203,49.53586196899414,48.98321533203125,155.9656472067065
17,1779918339.558485,1162.223811628,180000,-77.53790283203125,52.58832931518555,59.740997314453125,180.3650171146278
18,1779918413.4803119,1236.145703807,190000,-76.92298126220703,69.29087829589844,70.42697143554688,167.56571401304532
19,1779918487.085757,1309.751043833,200000,-77.76644897460938,113.09713745117188,105.85887145996094,140.08632610332836
20,1779918558.8431385,1381.508427089,210000,-77.09496307373047,39.35773468017578,41.371498107910156,162.42810147125974
21,1779918632.0262635,1454.691526196,220000,-76.6031723022461,118.66238403320312,117.65460205078125,178.23177475603202
22,1779918706.9757903,1529.640944064,230000,-75.35507202148438,79.72044372558594,78.83889770507812,192.17672632365202
23,1779918781.6284828,1604.293833126,240000,-76.15292358398438,64.54368591308594,56.56508255004883,179.41215411988094
24,1779918856.5508335,1679.21600742,250000,-77.37908172607422,50.70288848876953,48.50266647338867,163.6163945227293
25,1779918931.2949538,1753.960345645,260000,-74.17945861816406,88.74093627929688,81.0835189819336,180.99385588430047
26,1779919006.8837419,1829.549127586,270000,-76.07594299316406,46.445289611816406,40.53056335449219,169.73964210903722
27,1779919082.189325,1904.854633926,280000,-75.61417388916016,35.040016174316406,34.785240173339844,185.70775485355514
28,1779919155.549955,1978.215314322,290000,-75.96202850341797,38.57716751098633,49.99812316894531,153.79558128808966
29,1779919231.1109264,2053.776248568,300000,-76.92073822021484,24.835769653320312,24.167572021484375,167.93124279319088
30,1779919305.6598608,2128.325112442,310000,-78.01853942871094,51.19402313232422,49.151397705078125,185.1043729151795
31,1779919379.7556338,2202.420972219,320000,-77.2418212890625,78.09115600585938,81.22166442871094,171.1716470424818
32,1779919452.6865659,2275.3518356,330000,-77.44829559326172,58.51705551147461,48.36226272583008,186.0254070214419
33,1779919520.5803626,2343.245617655,340000,-79.28451538085938,50.273040771484375,50.29754638671875,213.50593903065527
34,1779919590.274809,2412.940050508,350000,-78.01055908203125,25.542264938354492,25.793136596679688,227.89048210618353
