eval/best_return,step,attention/lag_2,attention/lag_5,q2_mean,_step,critic2_grad_norm,obs_norm/count,attention/entropy_std,eval/return_std,eval/return,critic_sequence_context,target_q_abs_max,_runtime,critic1_grad_norm,actor_loss,q1_mean,attention/lag_1,attention/lag_4,attention/lag_7,attention/entropy_mean,exploration/noise_std,eval/best_step,actor_grad_norm,target_noise_std,attention/max_weight_mean,target_q_mean,obs_norm/enabled,critic1_loss,q_gap_abs_mean,eval/final_minus_best,attention/lag_0,attention/lag_3,attention/lag_6,target_q_clipped_frac,critic2_loss,_timestamp,attention/effective_context_mean,target_noise_clip
621.7820645764655,345000,0.10057051502835254,0.07371446772503183,173.665283203125,0,89.18830108642578,349998.0,0.11533823961875588,30.900536230147672,482.42539475821985,1,244.45184326171875,194.871622446,33.70648956298828,-176.22943115234375,173.88168334960938,0.1498527490448155,0.07233687913724107,0.13415065491959585,1.4406592481373839,0.010000000000000002,330000,3.0229666233062744,0.05,0.44491631773501295,173.96990966796875,1,0.5649263858795166,1.0931440591812134,-139.35666981824562,0.2998408780422668,0.08029257259501936,0.08924129500886493,0,0.6549240350723267,1780714334.6837962,4.819505266403641,0.15
621.7820645764655,350000,0.09525053699101721,0.07866356362987842,168.53309631347656,1,48.891422271728516,355029.0,0.12930260702496849,49.18282743539443,377.93774809429505,1,246.74697875976562,386.226597089,53.768375396728516,0.0,168.558349609375,0.1407232489330428,0.07561123400128314,0.13192447118061995,1.446992045044899,0.010000000000000002,330000,NaN,0.05,0.4435749060979911,168.19821166992188,1,1.5308449268341064,1.3437976837158203,-243.84431648217043,0.30147555320390634,0.08065793432295322,0.09569346866570413,0,1.240972638130188,1780714526.0387821,4.814879778964179,0.15
621.7820645764655,355000,0.09505413341744594,0.0775585523663963,173.76657104492188,2,38.697689056396484,360065.0,0.11676206533165394,93.39890305763915,459.3509026440353,1,251.59439086914062,581.235524909,129.68170166015625,0.0,173.51705932617188,0.13871917908308,0.07644235506672792,0.12979668908757253,1.4132703163337952,0.010000000000000002,330000,NaN,0.05,0.45571266667803334,173.81820678710938,1,1.3363838195800781,1.800675392150879,-162.4311619324302,0.3090018132435424,0.08099883760572696,0.092428451531082,0,0.8783166408538818,1780714721.047811,4.73170956786798,0.15
621.7820645764655,360000,0.1014958969638933,0.07588765680161126,166.395751953125,3,60.976863861083984,365111.0,0.10930521827031658,1.0442662578409134,144.8102996992812,1,252.54315185546875,774.880742423,42.23134994506836,-172.72067260742188,166.7256622314453,0.13136215665189507,0.08698510202338629,0.07967449746349507,1.4578765274008827,0.010000000000000002,330000,5.190967559814453,0.05,0.4481227066739441,165.92625427246094,1,1.565919280052185,1.1899446249008179,-476.9717648771843,0.3626043694784574,0.09291180197502036,0.06907853052077238,0,1.5610281229019165,1780714914.6931138,4.957685493142404,0.15
621.7820645764655,365000,0.09217657763786705,0.07805074967474027,163.72415161132812,4,154.49517822265625,370160.0,0.12017959303412955,19.512158415750463,426.45596416562614,1,255.4908447265625,969.559494462,32.913612365722656,0.0,164.33377075195312,0.12444743445872619,0.080558869360995,0.12056494537806126,1.3896690729007746,0.010000000000000002,330000,NaN,0.05,0.4708532707246765,164.01068115234375,1,1.147278904914856,1.4299321174621582,-195.32610041083933,0.33275068446011113,0.08376092248637615,0.0876898274043748,0,1.1192771196365356,1780715109.3716562,4.631338405897929,0.15
621.7820645764655,370000,0.08894661713019991,0.08121482863181376,185.55455017089844,5,87.47743225097656,375205.0,0.12448041349464616,192.15588758516702,443.2782584894726,1,258.7414245605469,1165.196655572,45.470130920410156,0.0,185.4483642578125,0.13935443180615664,0.07957087337648071,0.11444565826010086,1.4186468319942944,0.010000000000000002,330000,NaN,0.05,0.4550684280791308,185.23748779296875,1,0.7908506393432617,1.2817672491073608,-178.50380608699288,0.3240294422553437,0.08166818943343998,0.09076997110732585,0,0.9779061079025269,1780715305.00903,4.778811722289859,0.15
621.7820645764655,375000,0.08949947111359259,0.07156936253279515,180.94845581054688,6,93.74195861816406,380254.0,0.10189479785184595,129.27546230542663,193.07254597340517,1,265.4007568359375,1356.581456073,44.412086486816406,-183.71075439453125,180.83554077148438,0.1328375545539418,0.07334208341480113,0.0882036928889973,1.3416151621985057,0.010000000000000002,330000,2.4924941062927246,0.05,0.4951705424085496,180.64320373535156,1,0.8796714544296265,0.8507383465766907,-428.7095186030603,0.3888011414245143,0.07997624855699723,0.07577045554138906,0,0.7771880030632019,1780715496.3936737,4.468145349398762,0.15
621.7820645764655,380000,0.08931394820963895,0.07112368340845461,183.35104370117188,7,37.37158966064453,385307.0,0.15511295000751268,2.4024241343547987,119.19010936664884,1,264.9694519042969,1548.71892766,53.32431411743164,0.0,182.69834899902344,0.11898374891391507,0.08034880949391258,0.0789189075788966,1.3456509770287408,0.010000000000000002,330000,NaN,0.05,0.4975982417442181,182.85276794433594,1,0.47571054100990295,1.487633466720581,-502.59195520981666,0.409936908726339,0.08538039071140466,0.06599361360900932,0,1.1203725337982178,1780715688.531287,4.574514645117301,0.15
621.7820645764655,385000,0.0938933577553145,0.0766272499651302,182.9861297607422,8,57.18640899658203,390361.0,0.1271474247980262,102.88341481881177,304.37712264870817,1,270.712158203125,1739.234477031,66.19316101074219,0.0,182.72840881347656,0.13863049961516782,0.08278674083577435,0.11100913167347348,1.3863665209854488,0.010000000000000002,330000,NaN,0.05,0.46983598443373137,183.05023193359375,1,0.7184793949127197,1.2282609939575195,-317.4049419277573,0.3266174631915779,0.08863788048101134,0.08179768755782012,0,0.5904600620269775,1780715879.0468385,4.624861772048688,0.15
621.7820645764655,390000,0.09398948102006836,0.07446777396022328,179.54873657226562,9,256.3713684082031,395423.0,0.14760719179234155,0.7630571681646552,111.24302744192362,1,272.0506591796875,1928.778628036,200.37144470214844,-182.44921875,179.40415954589844,0.12252985473190035,0.08001287730913313,0.07712881482014107,1.3856134995581613,0.010000000000000002,330000,3.2746803760528564,0.05,0.48248262637191347,179.22010803222656,1,1.0017049312591553,1.7660661935806274,-510.53903713454184,0.3961749869206595,0.08683860913983413,0.06885761227458716,0,1.6494569778442383,1780716068.590893,4.697631167608594,0.15
