_step,_timestamp,_runtime,step,actor_loss,critic1_loss,critic2_loss,eval/return,reward_model_loss
44,1780012776.153291,9250.150254391,450000,-6.134707450866699,0.18770599365234375,0.21508660912513733,110.17376281307023,0.19147047663554634
45,1780013003.0785768,9477.075585723,460000,-6.2663984298706055,0.22899457812309265,0.2358527034521103,264.35782276498105,0.19075819276973946
46,1780013229.6416485,9703.638562427,470000,-6.29849910736084,0.20268011093139648,0.2437838464975357,133.62393001518853,0.19018450720044977
47,1780013449.9417768,9923.938514494,480000,-6.225194931030273,0.18579241633415222,0.19048944115638733,184.21172575868954,0.1899426044801871
48,1780013668.970092,10142.966989665,490000,-5.896018028259277,0.17417004704475403,0.1925167590379715,142.9690725879246,0.18925414414097136
49,1780013890.4315383,10364.428424937,500000,-5.457039833068848,0.14969205856323242,0.16144730150699615,191.82449064540444,0.18870924627930422
50,1780014111.3740292,10585.370899107,510000,-5.8069257736206055,0.17638203501701355,0.16763553023338318,189.23134857194984,0.1880115526477097
51,1780014333.7553568,10807.7522358,520000,-5.909449577331543,0.1572469025850296,0.1420658826828003,202.9189793708394,0.18765727019085546
52,1780014558.1786082,11032.175475892,530000,-5.917561054229736,0.1744837462902069,0.1695431023836136,122.8278963212204,0.18766354451455722
53,1780014781.8961189,11255.893064851,540000,-6.006466388702393,0.19527414441108704,0.17078208923339844,102.636477441029,0.1868157489479125
54,1780015004.100871,11478.097818351,550000,-5.916903495788574,0.2174466848373413,0.19183439016342163,83.87063547400787,0.18579383211178727
55,1780015232.4927192,11706.489665048,560000,-6.093618392944336,0.1863880306482315,0.17177678644657135,139.20445283850182,0.18629312502656664
56,1780015461.2633142,11935.260298681,570000,-6.630932807922363,0.15705478191375732,0.15989038348197937,152.93038400811807,0.18500035051147687
57,1780015685.6197243,12159.616757776,580000,-6.367128372192383,0.2621564269065857,0.29965144395828247,145.05613192140578,0.18458205473174433
58,1780015909.0217485,12383.018569111,590000,-6.446977615356445,0.14967654645442963,0.16290313005447388,191.3323820237154,0.1835218226985598
59,1780016131.263243,12605.260195394,600000,-6.102705955505371,0.15719857811927795,0.15826891362667084,190.62630063546638,0.18293677495535043
60,1780016356.7185452,12830.715426946,610000,-5.92961311340332,0.2001257985830307,0.19208183884620667,325.59447036510306,0.18261026379003953
61,1780016581.7676728,13055.764627345,620000,-6.113070487976074,0.2035650610923767,0.23982380330562592,204.26251500678651,0.1827250756034943
62,1780016810.1639285,13284.160957564,630000,-6.262144565582275,0.23536284267902374,0.26665937900543213,210.44803453502686,0.18218778371614128
63,1780017036.0628517,13510.059737049,640000,-5.93196439743042,0.16019776463508606,0.16150185465812683,175.94624424135458,0.18253343511596323
64,1780017266.630944,13740.627848602,650000,-5.5730438232421875,0.2210031896829605,0.23902109265327454,208.42504049960553,0.18272526022087146
65,1780017494.0151372,13968.012084794,660000,-5.928186893463135,0.22327423095703125,0.20898433029651642,182.3232486612046,0.18257753423073622
66,1780017719.54144,14193.538494156,670000,-6.0700836181640625,0.14567634463310242,0.13113029301166534,270.31825793671203,0.182713080978923
67,1780017945.357296,14419.354202522,680000,-5.678765296936035,0.18361736834049225,0.17740599811077118,185.93518781009033,0.18181271896778742
68,1780018179.5637636,14653.560708475,690000,-5.8128228187561035,0.14955148100852966,0.15065765380859375,401.5729807501367,0.1820569842690341
69,1780018404.6977816,14878.694629077,700000,-5.580878257751465,0.16968902945518494,0.1424371600151062,187.9787411461711,0.18258549644861935
70,1780018630.6462383,15104.643100742,710000,-5.641764163970947,0.1631077080965042,0.1719832420349121,228.12768240545165,0.1824020647635401
71,1780018856.2328334,15330.229943248,720000,-5.625453948974609,0.13807131350040436,0.1614610105752945,173.4629573030445,0.18212294638024437
72,1780019083.6806016,15557.677448241,730000,-5.196116924285889,0.11728455126285553,0.10759642720222473,188.86767999029934,0.18227289182422643
73,1780019324.6033566,15798.600215999,740000,-5.248813629150391,0.294827401638031,0.25370538234710693,726.2512416648617,0.18221082165321856
74,1780019552.1416094,16026.13860625,750000,-5.609059810638428,0.17935523390769958,0.17817291617393494,222.12286194740312,0.18216869864333105
75,1780019779.8182259,16253.815058177,760000,-5.660567760467529,0.1672837734222412,0.183578222990036,110.97645244604942,0.18160976431874884
76,1780020007.494053,16481.491079361,770000,-5.427089214324951,0.15649260580539703,0.1544041633605957,152.4693197936129,0.18215574909179927
77,1780020244.5537186,16718.550623456,780000,-5.69466495513916,0.2090027928352356,0.2276371717453003,443.19875509276716,0.18133846045452473
78,1780020493.4679804,16967.464819919,790000,-5.3203887939453125,0.12073828279972076,0.11702454090118408,990.3422744657677,0.1815881363586393
79,1780020747.6551356,17221.652059937,800000,-5.617340087890625,0.1647496521472931,0.17536349594593048,992.4968186190345,0.18169351877391338
80,1780021003.7237313,17477.720612328,810000,-5.489906311035156,0.12982791662216187,0.1305832415819168,925.3498260285767,0.18190607473520254
81,1780021240.4931521,17714.490187895,820000,-5.310180187225342,0.12464606016874313,0.13102461397647858,181.07549482849183,0.1809624489347388
82,1780021483.8962717,17957.893312317,830000,-5.681339740753174,0.13573113083839417,0.13668374717235565,360.03327072814835,0.18084447465279788
83,1780021721.0969074,18195.093734212,840000,-5.895662784576416,0.12512272596359253,0.13905204832553864,405.05665927404374,0.18098236786398278
84,1780021956.3545487,18430.351492696,850000,-5.65399169921875,0.1519709825515747,0.1492123007774353,298.1392204454162,0.1805313740751907
85,1780022205.3778598,18679.374706363,860000,-5.752315521240234,0.14018820226192474,0.13964655995368958,890.5940120689922,0.1813961533636347
86,1780022449.3557281,18923.352596425,870000,-5.862057209014893,0.14974620938301086,0.15664224326610565,724.0894361481542,0.1811766734767946
87,1780022694.6145859,19168.611525652,880000,-5.4772868156433105,0.18568055331707,0.1732475757598877,720.765498889447,0.1808888637437062
88,1780022928.1893508,19402.186323292,890000,-6.011284351348877,0.17494043707847595,0.1598423272371292,172.03823865551954,0.18097174204168115
89,1780023159.1304545,19633.127363996,900000,-5.601004600524902,0.1935463547706604,0.15727007389068604,170.5260117547331,0.18136241143162493
90,1780023391.0305066,19865.027318231,910000,-5.894188404083252,0.12950661778450012,0.13468578457832336,183.7731566697281,0.18185494943730188
91,1780023630.31527,20104.312191043,920000,-5.3598527908325195,0.26098912954330444,0.2548646330833435,402.3657599019599,0.18161670852071074
92,1780023863.2726188,20337.269351836,930000,-5.511160850524902,0.1253032237291336,0.1418420672416687,129.66520479558477,0.18185339277641457
93,1780024102.1369815,20576.133876372,940000,-5.439829349517822,0.1372309923171997,0.13043057918548584,106.90885909922501,0.18155876587019232
94,1780024352.3874218,20826.384287697,950000,-5.31976842880249,0.13724985718727112,0.15223054587841034,581.0481215633097,0.18227643535300042
95,1780024602.2218788,21076.218716967,960000,-5.235001564025879,0.12205800414085388,0.12052100896835327,689.677586042111,0.18274325300703445
96,1780024849.7929447,21323.7898513,970000,-5.002190113067627,0.10437409579753876,0.10768155753612518,639.0074563832651,0.18262994738925076
97,1780025090.1107843,21564.107726873,980000,-5.183050155639648,0.13908885419368744,0.14608821272850037,343.631961429586,0.18373893038901848
98,1780025325.5234857,21799.520617825,990000,-5.406155586242676,0.1790839433670044,0.18278345465660095,71.131400741075,0.18313723005927526
99,1780025566.109111,22040.10604237,1000000.0,-5.249483108520508,0.1127234548330307,0.12061645835638046,155.56336407055952,0.18397985224663432
