_step,_timestamp,_runtime,step,extrap/loss_L1024,extrap/loss_L2048,extrap/loss_L512,extrap/ppl_L1024,extrap/ppl_L2048,extrap/ppl_L512,optim/lr,stability/grad_norm,stability/train_loss_is_finite,stability/val_loss_is_finite,system/inference_tokens_per_sec,system/peak_gpu_mem_gb,system/sec_per_virtual_epoch,system/tokens_per_sec,system/virtual_epoch,train/loss,val/best_loss,val/best_perplexity,val/best_step,val/loss,val/perplexity
0,1779369914.1523187,24.713004119,1,,,,,,,6e-07,3.520102024078369,1,1,50861.02094977497,4.902275562286377,844856.2622070312,4848.161969350805,8.242147705880608e-07,10.878742218017578,10.913860082626343,54932.4804909964,1,10.913860082626343,54932.4804909964
1,1779370042.5138104,153.074564379,500,,,,,,,0.0003,0.9176622033119202,1,1,50969.88267690365,5.150422096252441,313187.7746218624,15867.728240670263,0.0004121073852940304,6.306166648864746,6.3948488473892215,598.7528133317372,500,6.3948488473892215,598.7528133317372
2,1779370171.4099798,281.97053558,1000,,,,,,,0.000298747619491258,0.7403279542922974,1,1,50959.96268188348,5.150422096252441,312904.18048614595,15882.109623076867,0.0008242147705880608,5.705204010009766,5.792213833332061,327.7377786559388,1000,5.792213833332061,327.7377786559388
3,1779370300.4247184,410.985232001,1500,,,,,,,0.00029500377892902453,0.9169811606407166,1,1,50950.2902454318,5.150422096252441,312997.03276307107,15877.398108632598,0.001236322155882091,5.5714921951293945,5.557136583328247,259.07991942963804,1500,5.557136583328247,259.07991942963804
4,1779370429.348958,539.909755093,2000,,,,,,,0.0002888382139419393,1.0369796752929688,1,1,50967.122649508936,5.150422096252441,312927.4264595599,15880.929812466362,0.0016484295411761216,5.387685298919678,5.451635956764221,233.13925984521367,2000,5.451635956764221,233.13925984521367
5,1779370559.7689037,670.329615568,2500,,,,,,,0.0002803657773400148,0.9104124903678894,1,1,50956.18225659146,5.150422096252441,313586.15943185694,15847.56962808463,0.002060536926470152,4.868468761444092,5.154784762859345,173.25851107880257,2500,5.154784762859345,173.25851107880257
6,1779370689.0761037,799.636775945,3000,,,,,,,0.0002697442945866792,1.141364336013794,1,1,50936.596488192015,5.150422096252441,313632.8960411701,15845.208072011843,0.002472644311764182,5.068591117858887,5.132129514217377,169.37742590493792,3000,5.132129514217377,169.37742590493792
7,1779370816.7938976,927.354614743,3500,,,,,,,0.0002571716238090099,1.0358307361602783,1,1,50958.95657738941,5.150422096252441,313709.5749153718,15841.335086251749,0.0028847516970582124,4.721654415130615,5.132129514217377,169.37742590493792,3000,5.136134564876556,170.057151335009
8,1779370946.2399352,1056.800416772,4000,,,,,,,0.00024288197007518844,1.0329965353012085,1,1,50766.04543588808,5.150422096252441,313235.334472131,15865.318976145554,0.003296859082352243,4.554131031036377,4.980450022220611,145.53986309082958,4000,4.980450022220611,145.53986309082958
9,1779371073.8705845,1184.43096714,4500,,,,,,,0.00022714152259721256,1.313918948173523,1,1,50943.900713963034,5.150422096252441,313307.0792261075,15861.6859480968,0.0037089664676462734,4.6518683433532715,4.980450022220611,145.53986309082958,4000,4.988020384311676,146.64583356964366
