_step,_timestamp,_runtime,step,extrap/loss_L1024,extrap/loss_L2048,extrap/loss_L512,extrap/ppl_L1024,extrap/ppl_L2048,extrap/ppl_L512,optim/lr,stability/grad_norm,stability/train_loss_is_finite,stability/val_loss_is_finite,system/inference_tokens_per_sec,system/peak_gpu_mem_gb,system/sec_per_virtual_epoch,system/tokens_per_sec,system/virtual_epoch,train/loss,val/best_loss,val/best_perplexity,val/best_step,val/loss,val/perplexity
0,1779379711.1670206,23.513159708,1,,,,,,,6e-07,2.8448469638824463,1,1,71932.37577654731,3.8949437141418457,490824.45754623413,5064.6168620597755,1.6477342007006166e-06,10.891313552856445,10.896623682975768,53993.755662247866,1,10.896623682975768,53993.755662247866
1,1779379809.4890656,121.834930394,500,,,,,,,0.0003,0.9022130966186523,1,1,71659.60736576276,4.14113712310791,120076.81704358864,20702.06293940674,0.0008238671003503083,6.273749351501465,6.000751006603241,403.73188497819353,500,6.000751006603241,403.73188497819353
2,1779379908.1030376,220.44884392,1000,,,,,,,0.000298747619491258,0.8572361469268799,1,1,71951.72601828534,4.14113712310791,119905.80616014719,20731.58843267268,0.0016477342007006166,5.615075588226318,5.400915551185608,221.60921793456006,1000,5.400915551185608,221.60921793456006
3,1779380006.952465,319.298247998,1500,,,,,,,0.00029500377892902453,1.1412569284439087,1,1,72077.5516459812,4.14113712310791,119937.24086540699,20726.154829504503,0.002471601301050925,4.866660118103027,5.101133894920349,164.20799639021405,1500,5.101133894920349,164.20799639021405
4,1779380105.6589606,418.005013761,2000,,,,,,,0.0002888382139419393,1.1351186037063599,1,1,72062.66798531447,4.14113712310791,119891.49099664234,20734.063804991947,0.003295468401401233,4.58183479309082,4.838397562503815,126.26685478646296,2000,4.838397562503815,126.26685478646296
5,1779380205.974912,518.321001086,2500,,,,,,,0.0002803657773400148,1.1216026544570923,1,1,71666.1579860262,4.14113712310791,120229.88047536221,20675.707354707083,0.004119335501751541,4.745214462280273,4.657960069179535,105.4208115001892,2500,4.657960069179535,105.4208115001892
6,1779380305.0988634,617.444749673,3000,,,,,,,0.0002697442945866792,1.184066891670227,1,1,71487.75340046613,4.14113712310791,120271.65390419292,20668.52615147532,0.00494320260210185,4.264104843139648,4.5121102094650265,91.11388517169857,3000,4.5121102094650265,91.11388517169857
7,1779380404.4285076,716.774490885,3500,,,,,,,0.0002571716238090099,1.1751388311386108,1,1,72009.69244763166,4.14113712310791,120302.96820270416,20663.146231034752,0.005767069702452158,4.568364143371582,4.376807892322541,79.58358813011365,3500,4.376807892322541,79.58358813011365
8,1779380503.2933002,815.638974372,4000,,,,,,,0.00024288197007518844,1.116086483001709,1,1,71469.39777892653,4.14113712310791,120275.86703106594,20667.80215650356,0.006590936802802466,4.428356170654297,4.303300786018371,73.94346287686791,4000,4.303300786018371,73.94346287686791
9,1779380602.0058737,914.351757837,4500,,,,,,,0.00022714152259721256,1.42713463306427,1,1,71549.91728066902,4.14113712310791,120221.53699347559,20677.142267237075,0.007414803903152775,4.520210266113281,4.260140919685364,70.8199626779836,4500,4.260140919685364,70.8199626779836
10,1779380700.7405958,1013.086300861,5000,,,,,,,0.00021024349612952672,1.2405383586883545,1,1,71726.37873879143,4.14113712310791,120388.96312421294,20648.386359430668,0.008238671003503083,3.877762794494629,4.260140919685364,70.8199626779836,4500,4.293525838851929,73.2241905854383
11,1779380799.3996089,1111.745418733,5500,,,,,,,0.0001925026689329299,1.4306317567825317,1,1,71962.7052944902,4.14113712310791,120144.64712696093,20690.37517229653,0.009062538103853391,3.9201436042785645,4.201844727993011,66.80946271985671,5500,4.201844727993011,66.80946271985671
12,1779380897.9737668,1210.319478209,6000,,,,,,,0.0001742495190511606,1.2718919515609741,1,1,71672.21990703707,4.14113712310791,120109.79301379704,20696.379217924812,0.0098864052042037,3.8620238304138184,4.197974801063538,66.55141461663649,6000,4.197974801063538,66.55141461663649
13,1779380996.4308705,1308.776663766,6500,,,,,,,0.0001558240681302303,1.4776527881622314,1,1,71591.27230971052,4.14113712310791,120064.62016194445,20704.16597867944,0.010710272304554009,3.9375691413879395,4.163122594356537,64.27190466795895,6500,4.163122594356537,64.27190466795895
14,1779381095.0378828,1407.383637393,7000,,,,,,,0.00013756954745850397,1.4307525157928467,1,1,71919.17052890903,4.14113712310791,120035.5951059163,20709.172323480892,0.011534139404904315,3.78462815284729,4.1536143064498905,63.66368504003027,7000,4.1536143064498905,63.66368504003027
15,1779381195.3130283,1507.658763587,7500,,,,,,,0.00011982600421721645,1.2288247346878052,1,1,71471.61274361172,4.14113712310791,120142.76067852364,20690.70004685152,0.012358006505254624,3.3327949047088623,4.123978018760681,61.80461380777498,7500,4.123978018760681,61.80461380777498
16,1779381292.3381786,1604.684024591,8000,,,,,,,0.00010292396704487966,1.3343133926391602,1,1,71502.49953998321,4.14113712310791,120123.31285627645,20694.04984671229,0.013181873605604933,3.564445972442627,4.123978018760681,61.80461380777498,7500,4.136284732818604,62.56992509176216
17,1779381390.8649597,1703.210814538,8500,,,,,,,8.717828891413191e-05,1.339242696762085,1,1,71128.3859953034,4.14113712310791,119977.2365296021,20719.245549439427,0.014005740705955241,3.5180294513702393,4.11577559709549,61.299739730151295,8500,4.11577559709549,61.299739730151295
18,1779381487.8162875,1800.162067132,9000,,,,,,,7.288228201658188e-05,1.382538080215454,1,1,71662.26267146616,4.14113712310791,119958.39875074895,20722.499215458058,0.01482960780630555,3.304006576538086,4.11577559709549,61.299739730151295,8500,4.133255350589752,62.38066368993234
19,1779381584.7398226,1897.085812684,9500,,,,,,,6.030225391164706e-05,1.455443263053894,1,1,71827.23069817871,4.14113712310791,119836.93832494007,20743.502452137127,0.01565347490665586,3.1922993659973145,4.11577559709549,61.299739730151295,8500,4.126682102680206,61.97196483376066
20,1779381683.375402,1995.721046526,10000,,,,,,,4.967254672059517e-05,1.4466147422790527,1,1,71451.22655224055,4.14113712310791,119830.78659179105,20744.567357870375,0.016477342007006165,3.3267314434051514,4.11577559709549,61.299739730151295,8500,4.121644747257233,61.66057496980117
21,1779381781.9804883,2094.326229487,10500,,,,,,,4.11911717762171e-05,1.5441381931304932,1,1,71828.89128715034,4.14113712310791,119728.98145321546,20762.206391702664,0.017301209107356476,3.3291759490966797,4.105533635616302,60.67511431202836,10500,4.105533635616302,60.67511431202836
22,1779381879.0124912,2191.358283022,11000,,,,,,,3.501612104634899e-05,1.6042943000793457,1,1,72019.25181988251,4.14113712310791,119730.63453812157,20761.919734155614,0.018125076207706783,3.325312376022339,4.105533635616302,60.67511431202836,10500,4.126309275627136,61.94886431525543
23,1779381976.0020094,2288.348162001,11500,,,,,,,3.126242404244361e-05,1.332968831062317,1,1,71922.19196744873,4.14113712310791,119643.10488384894,20777.108939234597,0.01894894330805709,3.0586652755737305,4.105533635616302,60.67511431202836,10500,4.116959095001221,61.372330790955004
24,1779382073.1443515,2385.490187269,12000,,,,,,,3.0000005037416198e-05,1.55118989944458,1,1,71577.30639936056,4.14113712310791,119571.60444812417,20789.533062412607,0.0197728104084074,3.216625452041626,4.105533635616302,60.67511431202836,10500,4.10837277173996,60.847623994234965
25,1779382127.1753168,2439.521159488,,4.1083721160888675,4.600418889522553,4.200731873512268,60.847584099436894,99.52599730881184,66.73515486449662,,,,,,,,,,,,,,,
