_step,_timestamp,_runtime,step,extrap/loss_L1024,extrap/loss_L2048,extrap/loss_L512,extrap/ppl_L1024,extrap/ppl_L2048,extrap/ppl_L512,optim/lr,stability/grad_norm,stability/train_loss_is_finite,stability/val_loss_is_finite,system/inference_tokens_per_sec,system/peak_gpu_mem_gb,system/sec_per_virtual_epoch,system/tokens_per_sec,system/virtual_epoch,train/loss,val/best_loss,val/best_perplexity,val/best_step,val/loss,val/perplexity
0,1779367449.3582606,24.124804529,1,,,,,,,6e-07,3.049058437347412,1,1,72011.60875541209,3.8949437141418457,460871.62001752853,5393.775003775358,1.6477342007006166e-06,10.884908676147461,10.909626698493957,54700.42174321432,1,10.909626698493957,54700.42174321432
1,1779367548.219916,122.986226547,500,,,,,,,0.0003,0.92613285779953,1,1,71551.25991949574,4.14113712310791,120726.20067311954,20590.70698936927,0.0008238671003503083,6.287508964538574,6.021365237236023,412.14088189077034,500,6.021365237236023,412.14088189077034
2,1779367647.2807052,222.047038221,1000,,,,,,,0.000298747619491258,0.815764307975769,1,1,71647.0222103123,4.14113712310791,120505.91165866899,20628.347520751468,0.0016477342007006166,5.669001579284668,5.462374365329742,235.6562947574468,1000,5.462374365329742,235.6562947574468
3,1779367746.2780943,321.044403704,1500,,,,,,,0.00029500377892902453,0.9756429195404053,1,1,71879.97650874191,4.14113712310791,120395.38629060077,20647.28475557928,0.002471601301050925,4.9431867599487305,5.216738927364349,184.3320825456098,1500,5.216738927364349,184.3320825456098
4,1779367845.314056,420.080343065,2000,,,,,,,0.0002888382139419393,0.9729182720184326,1,1,71993.56241569901,4.14113712310791,120342.84596697807,20656.29912626556,0.003295468401401233,4.6685991287231445,5.015775966644287,150.7730862713938,2000,5.015775966644287,150.7730862713938
5,1779367945.983988,520.750054647,2500,,,,,,,0.0002803657773400148,0.9784932136535645,1,1,71531.17137340362,4.14113712310791,120692.27622364025,20596.494670411175,0.004119335501751541,4.827113628387451,4.851202225685119,127.89405497530328,2500,4.851202225685119,127.89405497530328
6,1779368045.0091753,619.775461981,3000,,,,,,,0.0002697442945866792,0.9980012774467468,1,1,71433.55119640185,4.14113712310791,120631.33427332735,20606.89984882013,0.00494320260210185,4.467411518096924,4.734932160377502,113.85573452616045,3000,4.734932160377502,113.85573452616045
7,1779368144.2179322,718.984317287,3500,,,,,,,0.0002571716238090099,1.0887426137924194,1,1,71463.21030612563,4.14113712310791,120590.55218719196,20613.868822337336,0.005767069702452158,4.73211145401001,4.591680121421814,98.66005185731008,3500,4.591680121421814,98.66005185731008
8,1779368243.2454958,818.011804715,4000,,,,,,,0.00024288197007518844,1.1367597579956055,1,1,71966.12398221868,4.14113712310791,120554.21512547064,20620.082188024575,0.006590936802802466,4.572072505950928,4.487334191799164,88.88418158842082,4000,4.487334191799164,88.88418158842082
9,1779368342.36336,917.129690136,4500,,,,,,,0.00022714152259721256,1.1422077417373657,1,1,71262.26390590717,4.14113712310791,120519.81028602281,20625.968611305496,0.007414803903152775,4.561964988708496,4.473827934265136,87.69175964674874,4500,4.473827934265136,87.69175964674874
