Attention,512,1024,2048,4096
Sliding window,64.13368240593338,70.53222320324154,122.8585729862938,153.58791262066225
Sparse block,69.0807593862718,60.67511431202836,79.0919157209101,96.90368609641992
GQA,62.69940356967389,65.76611203687968,109.69736333756832,149.98078028669966
