Positional encoding,Train length,Best/Report val PPL,PPL @512,PPL @1024,PPL @2048,Inflation 1024/512,Inflation 2048/512,Peak mem GB,Train tok/s,Run URL
ALiBi,512,58.804232091297216,68.11518979864763,60.76091317159239,83.7279714523776,0.8920317678216136,1.229211453420041,3.630608081817627,23421.08585120863,https://wandb.ai/krishsachdev246-bits-pilani/saidl-core-ml/runs/38i0pnm1
Relative,512,61.70058135059122,71.95109896385462,62.10096066073984,84.71360129239196,0.8630995433709344,1.1773774481880912,3.964000701904297,35155.308980778325,https://wandb.ai/krishsachdev246-bits-pilani/saidl-core-ml/runs/3b7o8z8s
RoPE,512,59.094672492375096,63.996631679402725,71.62456131506296,145.3338130643675,1.1191926736687188,2.2709603497951454,3.625603199005127,23424.684253250347,https://wandb.ai/krishsachdev246-bits-pilani/saidl-core-ml/runs/uz6g881m
